Run key soldier,Id,Name,Rank,Salary,Run key Weapon,Regular Or permanent,Recruitment date,Release date
315,116755258,Gene Cole,Rav turai,8747,7189,permanent,2011-12-10,2014-09-05
316,39885403,Esther Jones,Rav samal rishon,8158,19768,permanent,1999-12-10,2002-09-05
317,190064831,Earline Maynard,Rav samal rishon,4871,754,permanent,2001-04-10,2004-01-05
318,230743743,James Powers,Rav samal,6612,19072,Regular,2010-12-10,2013-09-05
319,271796135,Mark Stone,Tat aluf,3786,18956,Regular,2000-09-20,2003-06-17
320,60955710,Dale Taylor,Rav samal,4892,4760,Regular,2010-07-15,2013-04-10
321,232433988,Kathy Thomas,Rav samal rishon,8974,19321,Regular,2005-04-19,2008-01-14
322,29269035,Simona Hook,Sgan aluf,7404,350,Regular,2016-10-24,2019-07-21
323,5730862,Victor Davies,Rav samal rishon,1727,12579,permanent,2010-08-29,2013-05-25
324,99873269,Monica Hendrie,Rav seren,1983,4966,permanent,2017-05-27,2020-02-21
325,250021164,Matthew Lefeber,Rav samal rishon,4827,11280,permanent,2011-06-16,2014-03-12
326,214665623,Amanda Brown,Rav samal rishon,4879,18843,Regular,2005-09-06,2008-06-02
327,40540081,Esperanza Herrera,Rav samal rishon,4808,1154,permanent,2002-12-22,2005-09-17
328,24640619,Vern Hausmann,Rav samal,5505,15560,permanent,1997-04-20,2000-01-15
329,195034122,Martha Buchanan,Turai,9601,11786,Regular,1993-02-08,1995-11-05
330,139724536,Billy Arroyo,Rav seren,8454,5173,permanent,2005-12-16,2008-09-11
331,259107575,Dixie Pearse,Samal,8720,5553,permanent,2015-02-19,2017-11-15
332,48034890,Matthew Brewer,Rav turai,9052,19797,Regular,2017-12-25,2020-09-20
333,205866123,Gail Gonser,Rav samal rishon,2948,9764,Regular,2012-09-29,2015-06-26
334,255492752,Emily Alvarez,Rav samal,9634,8186,Regular,2014-04-17,2017-01-11
335,135456534,Isaac Schmitz,Rav samal,7087,2822,Regular,1995-12-03,1998-08-29
336,297564137,Betty Hulsey,Seren,2018,2191,Regular,1992-02-29,1994-11-25
337,177303182,Anna Williams,Turai,7800,4605,Regular,1995-11-01,1998-07-28
338,184461936,Kathleen Paulsen,Rav samal rishon,7877,3692,permanent,2004-02-15,2006-11-11
339,197940802,Eva Zebell,Rav samal,5068,7993,permanent,2000-04-14,2003-01-09
340,2281453,Jayme Rogers,Samal,6257,712,Regular,2016-02-04,2018-10-31
341,193993354,Ruby Beaudreault,Seren,3781,4054,Regular,1993-05-23,1996-02-17
342,211403237,Jennifer Quick,Seren,3018,17758,Regular,2003-07-01,2006-03-27
343,64629732,Angela Stover,Seren,2292,13311,permanent,2017-11-29,2020-08-25
344,214820951,John Medlin,Seren,9598,8833,permanent,2004-05-03,2007-01-28
345,239479709,Robert Hearne,Samal,7224,17002,permanent,1994-05-28,1997-02-21
346,133342064,Elizabeth Ochoa,Seren,2015,9118,Regular,1990-10-15,1993-07-11
347,42005343,Leona Wiggains,Aluf mishne,6381,18542,permanent,2012-01-02,2014-09-28
348,20880297,Tammy Mull,Turai,2778,263,Regular,2005-10-09,2008-07-05
349,193849948,Kelly Jackson,Aluf,2582,15203,permanent,2002-02-01,2004-10-28
350,11689643,Luis Perez,Samal,8264,10976,permanent,2007-11-01,2010-07-28
351,104029056,Mary Cruz,Rav samal,2216,2445,permanent,2018-02-01,2020-10-28
352,281186793,Rachel Price,Rav turai,4597,5346,permanent,1993-01-25,1995-10-22
353,114057043,Kimberly Kenny,Rav samal rishon,6367,19169,permanent,2015-04-26,2018-01-20
354,297525528,Rachel Pickett,Samal,8718,6705,Regular,1990-04-15,1993-01-09
355,262674653,Adam Andrew,Rav samal rishon,6280,18891,permanent,2016-11-30,2019-08-27
356,297339452,Eric Poole,Seren,7765,18308,Regular,2000-04-22,2003-01-17
357,116977997,Kelly Billington,Rav turai,1642,15795,permanent,2013-10-22,2016-07-18
358,254524692,Jennie Wies,Rav seren,8048,18315,Regular,2009-03-28,2011-12-23
359,65423769,Seth Munoz,Seren,9391,3844,permanent,1999-03-29,2001-12-23
360,133492987,Edward Oneal,Rav turai,4613,10867,permanent,2003-03-07,2005-12-01
361,200199549,Albert Payton,Rav samal rishon,6918,5758,permanent,2013-08-24,2016-05-20
362,196265217,Charles Kamuda,Rav turai,4792,5488,permanent,1991-11-11,1994-08-07
363,218314971,Joseph Brown,Rav samal,1725,16646,Regular,2010-01-10,2012-10-06
364,129373177,Wallace Hayes,Rav turai,4480,2679,Regular,2017-01-08,2019-10-05
365,122842319,Philip Adams,Rav turai,4797,2714,permanent,1998-08-16,2001-05-12
366,118224891,Alva Spencer,Turai,9891,756,Regular,2010-03-30,2012-12-24
367,59954403,Bonita Hagan,Rav samal rishon,3371,14748,permanent,2008-07-19,2011-04-15
368,91304992,Alex Rodriguez,Rav turai,6128,12671,permanent,2007-06-03,2010-02-27
369,199428840,Raul Levitan,Sgan aluf,8948,7020,Regular,1992-04-11,1995-01-06
370,272834363,John Bannister,Rav samal,6192,3044,Regular,1996-11-07,1999-08-04
371,42471099,Wanda Stine,Rav samal rishon,3139,19737,Regular,2018-10-25,2021-07-21
372,253058988,Brook Wygant,Seren,9187,10935,permanent,2011-06-04,2014-02-28
373,202767803,Christi Gill,Seren,3512,7449,Regular,2012-08-16,2015-05-13
374,102940631,Alden Harvey,Aluf,9160,12336,permanent,2008-12-31,2011-09-27
375,156819241,John Quinlan,Rav samal rishon,9994,3296,permanent,2018-09-18,2021-06-14
376,25781783,Emily Payne,Rav samal,4907,11004,permanent,2012-04-03,2014-12-29
377,12239732,James Barnes,Rav samal rishon,4208,12326,Regular,1992-11-23,1995-08-20
378,103928129,Ellen Lehman,Seren,4452,7615,Regular,2000-12-24,2003-09-20
379,181829853,Agnes Abbott,Rav samal rishon,5817,13180,permanent,1996-09-23,1999-06-20
380,209758981,Terry Parker,Rav samal rishon,5042,5466,Regular,1991-06-17,1994-03-13
381,288073478,Ray Flores,Aluf,1528,7992,permanent,1991-01-18,1993-10-14
382,68378569,Josephine Mullen,Rav turai,2267,7089,permanent,2008-11-19,2011-08-16
383,255075638,Art Mohr,Rav samal rishon,1834,17359,Regular,2018-06-20,2021-03-16
384,246547408,Kathleen Bourg,Rav samal rishon,3829,3115,Regular,1995-06-27,1998-03-23
385,249514344,Rodney Mcelroy,Turai,5703,8811,Regular,2017-04-19,2020-01-14
386,116117429,Kori Harville,Turai,3927,16086,Regular,2014-08-14,2017-05-10
387,97159380,Sandra Jay,Rav seren,3853,14696,Regular,2011-08-04,2014-04-30
388,75985348,Cody Griffin,Rav turai,3746,13008,Regular,1993-06-29,1996-03-25
389,57007637,Catherine Owens,Aluf,2253,16638,permanent,1998-08-08,2001-05-04
390,118572560,Willie Thornton,Turai,9704,13329,permanent,1999-06-23,2002-03-19
391,61601976,Larry Masker,Seren,9163,11892,Regular,2006-10-13,2009-07-09
392,292159977,Susan Lee,Rav samal,6903,2901,permanent,2007-01-08,2009-10-04
393,90686259,John Craig,Aluf,7841,10775,permanent,2015-03-18,2017-12-12
394,71045408,Phyllis Johnson,Rav samal rishon,4806,8462,Regular,2000-05-26,2003-02-20
395,241498118,Hollie Hubbard,Seren,2132,11656,Regular,2006-05-04,2009-01-28
396,88857037,Sarah Conaughty,Rav samal,3861,2402,permanent,1993-09-22,1996-06-18
397,109237838,Luis Flores,Rav turai,7474,19238,permanent,1992-09-17,1995-06-14
398,238269040,Johanna Neal,Samal,2021,2680,permanent,1991-03-22,1993-12-16
399,181058165,Beth Burnette,Rav turai,2927,5882,Regular,1995-07-30,1998-04-25
400,12545870,Nora Hudgins,Seren,6942,19297,permanent,2007-04-10,2010-01-04
401,83621843,Jean Heintz,Turai,7491,4312,Regular,2005-01-01,2007-09-28
402,243894782,Charles Bevers,Rav turai,7539,14280,Regular,2016-03-14,2018-12-09
403,83967366,Rose Ellis,Samal,3366,6790,Regular,1990-06-09,1993-03-05
404,41134647,Jerome Farrior,Rav turai,8700,7547,Regular,2002-07-08,2005-04-03
405,291665063,Sari Stickley,Rav samal,1919,15112,Regular,2002-04-03,2004-12-28
406,223764187,Marvin Hardiman,Aluf mishne,6925,4422,Regular,1999-04-26,2002-01-20
407,113610916,Hye Perez,Rav turai,2590,15591,permanent,1990-10-08,1993-07-04
408,33035779,Ronald Reid,Aluf mishne,9229,3091,permanent,2011-11-01,2014-07-28
409,201001976,Jill Duclos,Seren,6287,424,permanent,1997-04-19,2000-01-14
410,117068343,Fred French,Aluf,2003,7641,Regular,2014-09-08,2017-06-04
411,272988741,Helen Hasberry,Seren,8367,15489,Regular,2003-08-30,2006-05-26
412,251026139,Consuelo Moore,Seren,4030,17280,Regular,1996-01-15,1998-10-11
413,65460640,Dannette Ellenburg,Samal,5230,14168,Regular,2008-07-19,2011-04-15
414,98467721,Jennifer Chandler,Rav turai,9355,18895,Regular,2008-12-23,2011-09-19
415,59012834,Charles Bulter,Rav turai,7120,14977,permanent,1991-05-02,1994-01-26
416,14628960,Imogene Dawson,Rav turai,3553,14014,permanent,2003-02-28,2005-11-24
417,162157146,Laura Jensen,Rav turai,2642,14691,permanent,1994-10-31,1997-07-27
418,171603617,Helen Decambra,Rav seren,2911,12593,permanent,1991-11-30,1994-08-26
419,201081266,Sallie Bohn,Rav samal rishon,9423,16567,Regular,2009-10-04,2012-06-30
420,273715134,Samuel Paddio,Rav turai,8210,9282,permanent,2006-09-14,2009-06-10
421,183414883,Perry Fulton,Sgan aluf,7200,8282,permanent,2003-07-28,2006-04-23
422,13770777,Robert Friedman,Aluf,5256,7868,Regular,1998-07-09,2001-04-04
423,268349334,John Mason,Rav turai,8792,12286,Regular,2013-07-14,2016-04-09
424,264519200,Howard Miller,Rav seren,5908,19451,Regular,2004-02-26,2006-11-22
425,117273471,Myrtle Willits,Aluf mishne,2533,9687,permanent,1992-10-18,1995-07-15
426,207906131,Laura Hubbard,Rav turai,8003,14122,permanent,2012-10-22,2015-07-19
427,273247805,Gregory Gates,Turai,9287,8833,Regular,2001-07-29,2004-04-24
428,177416447,Shane Williams,Rav seren,7642,17450,Regular,1992-01-28,1994-10-24
429,284996785,Crystal Dotson,Turai,6592,3794,Regular,1999-08-17,2002-05-13
430,38777004,Brandon Romo,Seren,3664,807,permanent,2014-07-24,2017-04-19
431,17662605,Ronald Whitman,Turai,1522,9676,permanent,1990-01-15,1992-10-11
432,232061545,Sara Dorch,Aluf,6586,7115,Regular,2004-01-17,2006-10-13
433,163299916,Bertha Harris,Turai,3060,8552,Regular,2012-10-09,2015-07-06
434,144560376,Elizabeth Kilgore,Samal,5369,12924,permanent,2010-02-21,2012-11-17
435,259360368,Shantel Brown,Rav samal,6998,4685,permanent,1990-04-24,1993-01-18
436,33205757,Quinton Allen,Aluf,2212,12566,permanent,2004-03-29,2006-12-24
437,253778647,Timothy Bunch,Tat aluf,1912,19067,permanent,2000-05-20,2003-02-14
438,179816721,Susan Hall,Samal,8812,16201,Regular,2010-08-05,2013-05-01
439,253236156,Cynthia Sexton,Rav samal,1907,2500,permanent,1992-05-01,1995-01-26
440,106795328,Clifford Dietz,Rav samal rishon,9275,9433,Regular,2009-08-01,2012-04-27
441,129049932,Wanda Spiegel,Seren,7132,613,permanent,1994-12-24,1997-09-19
442,89350704,Antonio Duncan,Turai,7770,11225,Regular,1991-03-12,1993-12-06
443,170184454,Hazel Morrow,Seren,5134,5817,permanent,2005-06-23,2008-03-19
444,110960332,Mildred Fine,Rav turai,8383,863,permanent,1995-02-25,1997-11-21
445,180996699,Santiago Holmes,Samal,6873,18463,Regular,2004-03-13,2006-12-08
446,138742900,Carolyn Taylor,Rav seren,2855,5109,permanent,2004-11-10,2007-08-07
447,79601834,Donna Lee,Rav samal rishon,9242,7681,permanent,2010-04-20,2013-01-14
448,54623597,Dixie Chinn,Rav turai,7611,14404,Regular,2002-01-07,2004-10-03
449,280780457,Teresa Criscuolo,Samal,2923,17193,permanent,2017-12-06,2020-09-01
450,109496160,Vern Boyd,Aluf,7422,3613,Regular,1993-09-30,1996-06-26
451,25493461,Mark Loe,Rav samal,1876,10357,permanent,2014-10-05,2017-07-01
452,191974504,Jennifer Henderson,Rav samal rishon,4593,4778,Regular,1997-09-21,2000-06-17
453,123530917,Michael Sours,Rav samal,8414,7985,permanent,1997-11-10,2000-08-06
454,125117389,Jennell Martinez,Seren,9036,16315,Regular,2010-12-25,2013-09-20
455,194031509,Samantha Goree,Rav samal rishon,6259,13540,permanent,2018-02-12,2020-11-08
456,240514688,Mabel Bell,Aluf mishne,7464,5434,permanent,2003-01-01,2005-09-27
457,205317055,Nicholas Thorson,Samal,6342,19587,Regular,1996-01-14,1998-10-10
458,59709161,Esther Schroeder,Turai,5128,13039,permanent,2015-11-06,2018-08-02
459,62576381,Antonia Cole,Sgan aluf,8595,16104,Regular,2015-02-26,2017-11-22
460,54283635,Mary Miller,Rav samal,2064,6276,permanent,2015-12-01,2018-08-27
461,95008015,Lila Allen,Rav samal rishon,2407,1481,permanent,2015-07-27,2018-04-22
462,167220893,Gerald Harris,Samal,4523,3554,Regular,2001-11-18,2004-08-14
463,37368754,John Ohearn,Turai,8638,18262,permanent,1996-10-22,1999-07-19
464,141639790,Linda John,Turai,2445,5300,permanent,2006-02-16,2008-11-12
465,78366369,Frank Spurlock,Rav turai,9569,14714,Regular,2009-07-12,2012-04-07
466,183475563,Patrick Stickney,Turai,1743,1902,Regular,1991-05-20,1994-02-13
467,203377627,Ramona Mayfield,Rav samal,6150,19702,Regular,2009-11-11,2012-08-07
468,54603088,Allison Raulston,Turai,2019,8866,permanent,2004-02-17,2006-11-13
469,274365985,William Bell,Samal,7359,9848,Regular,2001-06-04,2004-02-29
470,93341328,Katherine Diaz,Rav samal,3860,9462,Regular,2012-08-24,2015-05-21
471,138445499,Mercedes Alfred,Tat aluf,9075,10329,permanent,2014-12-08,2017-09-03
472,202415895,Drew Martin,Sgan aluf,4800,12935,permanent,2007-04-06,2009-12-31
473,101752022,William Watson,Rav samal rishon,8223,14208,permanent,2016-10-24,2019-07-21
474,229011243,Roger Norton,Seren,2806,12985,Regular,2017-10-19,2020-07-15
475,223171242,Deborah Kelly,Rav samal rishon,6545,10419,Regular,1994-03-26,1996-12-20
476,276933338,Regina Vesely,Rav samal,7330,19716,Regular,2009-11-11,2012-08-07
477,170372049,Samatha Torres,Rav seren,9956,14530,permanent,2015-04-20,2018-01-14
478,62826828,Erica Graves,Aluf,6894,15542,permanent,2012-03-20,2014-12-15
479,194789167,Patricia Williamson,Rav turai,8388,16095,permanent,2007-03-03,2009-11-27
480,77791754,Susan Schaub,Turai,2210,7148,permanent,1992-11-09,1995-08-06
481,184603703,Andrew Fyfe,Samal,4155,13058,Regular,1996-12-25,1999-09-21
482,205352916,Curtis Vannest,Rav samal,5941,6721,Regular,2007-12-12,2010-09-07
483,91994124,Martha Keen,Rav samal,4630,14594,Regular,2013-09-27,2016-06-23
484,107888297,Rebecca Hanson,Rav samal,7784,1211,permanent,2015-07-20,2018-04-15
485,139596860,William Pack,Samal,9728,16783,Regular,2007-06-13,2010-03-09
486,182048080,Jeff Munoz,Aluf mishne,1694,9363,permanent,2016-01-06,2018-10-02
487,210197568,Billy Zambrana,Rav turai,4238,8200,Regular,2017-01-18,2019-10-15
488,153196541,Thomas Moses,Samal,2673,2806,permanent,1997-01-25,1999-10-22
489,46883130,Walter Jungling,Rav seren,9316,4252,permanent,2010-05-28,2013-02-21
490,95830835,Kris Fox,Seren,5533,11086,Regular,1998-08-24,2001-05-20
491,78309615,Robert Gracia,Rav samal rishon,9164,14609,Regular,2016-09-08,2019-06-05
492,184632060,Wendell Mcaulay,Aluf,7836,797,Regular,2011-06-24,2014-03-20
493,51014128,Guadalupe Slauson,Samal,3484,6180,permanent,2017-02-20,2019-11-17
494,235291843,Shelley Carter,Rav samal,3180,12742,Regular,2012-08-17,2015-05-14
495,61776219,Lesli Allen,Seren,5365,8119,Regular,2000-08-08,2003-05-05
496,36693289,Margaret Story,Seren,3230,17520,Regular,1990-01-26,1992-10-22
497,283220686,Cynthia Marcinkowski,Rav samal rishon,4761,14689,permanent,1996-06-29,1999-03-26
498,144344240,Willie Ryan,Rav samal,4618,5834,permanent,2016-08-27,2019-05-24
499,269033613,Sharon Keske,Seren,8736,8200,permanent,2010-05-05,2013-01-29
500,163512141,Sandra Bright,Turai,6851,3926,Regular,2006-10-30,2009-07-26
501,288916102,Deanne Sargent,Samal,6187,3157,Regular,1994-12-01,1997-08-27
502,20693121,Julius Martin,Rav samal,1929,13221,permanent,1990-12-29,1993-09-24
503,72566460,Brian Ferguson,Seren,4197,17667,Regular,2015-06-20,2018-03-16
504,293234598,Elizabeth Gordon,Sgan aluf,4167,15307,Regular,1990-02-18,1992-11-14
505,23314754,Brian Dannels,Rav turai,7675,9341,permanent,2015-05-08,2018-02-01
506,15124377,Nancy Pancoast,Aluf mishne,2801,2206,Regular,2005-11-30,2008-08-26
507,91986595,Roberta Slater,Rav turai,9661,1016,Regular,1999-05-10,2002-02-03
508,187574875,Barbara Morrell,Seren,9716,63,Regular,2002-08-10,2005-05-06
509,200193681,Marsha Morrissette,Rav turai,4276,13052,permanent,2004-04-23,2007-01-18
510,109464792,Marcia Summers,Samal,2859,1256,Regular,2013-09-26,2016-06-22
511,139881700,Joann Vanderlinden,Rav seren,9645,15500,permanent,2018-08-27,2021-05-23
512,159359217,Morris Lopez,Seren,2944,7946,Regular,2005-01-01,2007-09-28
513,249683194,Patrick Moore,Seren,1732,5635,permanent,2012-05-19,2015-02-13
514,239467183,Rebekah Hodson,Samal,4593,4027,Regular,1996-05-25,1999-02-19
515,195295290,Donna Helbling,Turai,6076,3502,permanent,1994-05-25,1997-02-18
516,12501548,Mae Bruder,Sgan aluf,2918,18056,Regular,2004-11-08,2007-08-05
517,50293205,Phyllis Pritchett,Turai,9212,7973,Regular,2001-02-27,2003-11-24
518,284107535,Lisa Randolph,Aluf mishne,8177,14520,Regular,1993-10-30,1996-07-26
519,103277970,John Lamotte,Samal,4184,13712,Regular,2016-12-26,2019-09-22
520,16942703,Marie Cruz,Rav samal,5334,16003,permanent,2016-05-08,2019-02-02
521,180594582,Robert Siu,Rav turai,3937,12906,permanent,1999-09-21,2002-06-17
522,24754404,Betty Taylor,Aluf mishne,3655,10261,Regular,2004-08-29,2007-05-26
523,65081616,Jon Gibson,Seren,8692,9885,permanent,1994-07-24,1997-04-19
524,111879398,James Schulte,Seren,8714,2191,permanent,1999-09-14,2002-06-10
525,262395844,Woodrow Howard,Turai,9604,4428,permanent,2009-03-11,2011-12-06
526,182424839,Lucas Sullivan,Rav seren,8981,5298,permanent,1991-12-19,1994-09-14
527,54267711,Charles Pounds,Rav samal rishon,2004,18009,Regular,2011-07-25,2014-04-20
528,252330127,Jimmy Vasquez,Rav samal,6178,10043,Regular,2014-12-31,2017-09-26
529,66916368,Linda Derck,Aluf mishne,8686,17609,Regular,1994-10-29,1997-07-25
530,34398350,Jean Stecker,Seren,7360,18551,Regular,2014-06-18,2017-03-14
531,274498969,Ilene Gordillo,Samal,3877,6812,permanent,1994-06-22,1997-03-18
532,79893057,Angela Pullen,Rav samal,8439,15855,Regular,1998-01-06,2000-10-02
533,276835874,John Weston,Turai,7889,13210,Regular,1999-04-22,2002-01-16
534,194711150,Erica Hammond,Turai,3571,7293,Regular,2008-04-20,2011-01-15
535,162423732,David Bibber,Rav samal,5174,8800,permanent,2000-05-27,2003-02-21
536,298385458,Leslie Seigler,Rav samal rishon,5434,6896,Regular,2005-01-25,2007-10-22
537,170299939,Sonia Ronin,Rav samal,6981,1504,permanent,2012-07-08,2015-04-04
538,36619802,Robert Mulch,Rav samal,9241,4050,permanent,2016-01-25,2018-10-21
539,128702388,Miles Mctigue,Rav samal rishon,2240,1910,Regular,2002-09-15,2005-06-11
540,257292000,Adam Mcadoo,Rav samal rishon,4381,5399,Regular,2000-10-31,2003-07-28
541,145070466,George Pearce,Sgan aluf,5166,11447,permanent,2002-04-23,2005-01-17
542,240591400,Jason Gonzalez,Rav samal,8934,7325,Regular,2017-10-12,2020-07-08
543,118680993,Wilbur Hendon,Rav samal,7696,3728,permanent,1994-12-12,1997-09-07
544,246094758,Nathaniel Rozanski,Rav samal,3562,10600,Regular,1992-04-16,1995-01-11
545,11951330,Tena Guttirez,Aluf mishne,7180,8951,Regular,2014-08-18,2017-05-14
546,197273376,Marcus Monette,Sgan aluf,7053,8894,permanent,2013-11-14,2016-08-10
547,108547905,Dana Parent,Seren,2745,18118,permanent,2001-10-29,2004-07-25
548,77846223,Kelvin Washington,Turai,6227,13514,Regular,2008-10-18,2011-07-15
549,176117135,Michelle Parsons,Rav samal,3324,17748,Regular,2009-04-19,2012-01-14
550,193343067,Eva Mendez,Samal,6934,4761,Regular,2007-09-20,2010-06-16
551,256750877,Rosemarie Muise,Seren,4106,10648,Regular,2005-10-31,2008-07-27
552,80825614,Ronald Tucker,Rav samal rishon,5544,2887,Regular,2014-10-06,2017-07-02
553,4827131,Ramiro Castle,Rav turai,9993,18646,Regular,2002-06-22,2005-03-18
554,8869920,Sharon Autry,Samal,2528,10090,Regular,2002-12-21,2005-09-16
555,237803518,Stacy Peterson,Seren,7924,12164,Regular,2008-10-12,2011-07-09
556,131314331,Mario Lackey,Seren,9126,6490,Regular,1994-10-05,1997-07-01
557,194859081,Mary Reichel,Rav samal,9262,3108,permanent,2013-03-18,2015-12-13
558,53744463,Ryan Stark,Rav samal,9612,16455,permanent,2015-02-20,2017-11-16
559,236783182,Jackie Zhang,Sgan aluf,3715,1991,Regular,2014-06-30,2017-03-26
560,178922600,Carlos Matson,Samal,6191,1307,permanent,1993-02-28,1995-11-25
