Run key adviser,Id,Name,Certification,Salary,Force,Specialty
420,601503664,Deborah Webb,Chemistry,11522,Intelligence,Finance
421,567257601,Roberto Crockwell,Chemistry,5925,Armored,Health-care
422,11733252,Jason Cleaver,Zoology,25806,Infantry,Animal training
423,36758140,Carmen Hansen,Zoology,12684,Navy,Firearms
424,200149493,Ricardo Ortega,Chemical Engineer,6474,Infantry,Egypt
425,598103550,Elizabeth Kister,Zoology,9665,Air,Egypt
426,701869839,Clara Leathers,Chemistry,9267,Armored,Explosives
427,52541788,Melissa Nev,Biochemistry,27624,Armored,Explosives
428,806496356,Jennifer Davidson,Chemistry,29274,Navy,Gaza
429,225491364,Wilma Scherzer,Chemistry,15302,Infantry,Explosives
430,326970573,Joshua Hernandez,Chemical Engineer,5793,Infantry,Syria
431,216963885,Dorothy Gartman,Physics,28779,Armored,Enemy-psychology
432,799932856,Val Jones,Physics,8225,Intelligence,Firearms
433,549764853,Louis Dwelle,Chemical Engineer,18753,Intelligence,Explosives
434,25795190,Gordon Nagy,Botany,21221,Air,Lebanon
435,83267239,Andre Kulesa,Computer Engineer,14639,Intelligence,Health-care
436,259131846,Marie Numbers,Chemistry,16757,Air,Firearms
437,794158711,Vincent Isaacson,geology ,28439,Navy,Enemy-psychology
438,66760925,Brent Miller,Chemistry,28832,Navy,Health-care
439,107270940,Andre Talley,Biochemistry,22529,Navy,Firearms
440,768271569,Harold Schramm,Computer Engineer,11159,Infantry,Health-care
441,843683627,John Walker,Zoology,13510,Air,Firearms
442,543770361,Wanda Sharp,Zoology,18387,Air,Health-care
443,906316034,Chester Mcmunn,Biochemistry,6454,Infantry,Gaza
444,917039752,Amelia Caudill,Chemistry,21555,Armored,Syria
445,170261756,Joseph Hale,Physics,22412,Intelligence,Firearms
446,445125035,Vada Rainer,Microbiology,25910,Air,Animal training
447,664025498,Lisa Morton,Chemical Engineer,29245,Intelligence,Health-care
448,227198141,Stacy Hartman,Astronomy,28871,Armored,Health-care
449,216061807,Theodore Cook,Zoology,9894,Navy,Finance
450,897123144,Margaret Ryburn,Botany,29679,Armored,Health-care
451,867070251,Pedro Ormond,Chemical Engineer,14360,Air,Animal training
452,176362668,Anthony Mabe,Botany,8200,Navy,Syria
453,535575130,Ruby Sorenson,Botany,21369,Infantry,Enemy-psychology
454,496619090,Kevin Dawkins,Astronomy,24407,Infantry,Health-care
455,833995715,James Miner,Automotive Enginee,18232,Intelligence,Health-care
456,471292245,Eula Crow,Physics,24330,Intelligence,Syria
457,617022883,Carla Schmuff,geology ,21497,Navy,Health-care
458,274109517,Carlene Bernard,Biochemistry,26361,Infantry,Gaza
459,343372641,Iris Nikas,Astronomy,24735,Navy,Animal training
460,421621881,Wendy Hayes,Zoology,26219,Navy,Animal training
461,133710222,Teresa Xie,Physics,28871,Air,Gaza
462,393944843,Jc Santos,Chemical Engineer,28040,Air,Syria
463,815966084,Benjamin Speis,Biochemistry,26735,Infantry,Egypt
464,179917808,Billy Cotton,Chemistry,27681,Infantry,Firearms
465,550680901,Marie Rinehart,Computer Engineer,15103,Infantry,Gaza
466,709856517,Hector Maurer,Microbiology,12663,Navy,Finance
467,946420079,Clark Cothran,geology ,11714,Navy,Enemy-psychology
468,162416395,Scott Wagner,Microbiology,24998,Intelligence,Firearms
469,571634376,Wayne Sampson,Biochemistry,5248,Navy,Lebanon
470,510003376,Grady Butler,Zoology,3695,Intelligence,Animal training
471,247179696,Otto Duet,Chemical Engineer,21814,Intelligence,Egypt
472,198066076,Lawrence Resendez,Chemical Engineer,13623,Intelligence,Lebanon
473,855842467,Eddie Gold,Computer Engineer,20565,Navy,Gaza
474,364180023,Christopher Cole,Chemical Engineer,28146,Intelligence,Syria
475,766084800,Edgar Maxwell,Computer Engineer,14468,Air,Egypt
476,255407302,David Hall,Botany,25309,Air,Explosives
477,622794471,Ian Williams,Physics,9144,Navy,Syria
478,413899335,Ruth Robinson,Microbiology,20235,Navy,Finance
479,57316782,Evelyn Taber,Biochemistry,17053,Air,Explosives
480,489876502,Roberta Gaither,geology ,23026,Intelligence,Firearms
481,19922560,Daniel Smith,Physics,18129,Navy,Egypt
482,151956675,John Thomas,geology ,3322,Armored,Egypt
483,771384318,Bertha Cisneros,Physics,25274,Navy,Lebanon
484,801632385,Eugenia Mccarthy,Chemistry,25809,Armored,Animal training
485,521916436,Louetta Taylor,Botany,18711,Intelligence,Explosives
486,393804349,Larry Brame,Zoology,16335,Air,Syria
487,590439487,Clara Schoonover,Chemical Engineer,23760,Air,Syria
488,672343390,Roger Adams,Chemistry,27844,Navy,Enemy-psychology
489,36126665,Barbra Mccrea,Physics,16283,Armored,Enemy-psychology
490,168465675,Alice Westfall,Microbiology,5397,Air,Animal training
491,384285397,Dora Tellez,Automotive Enginee,10534,Intelligence,Health-care
492,116348867,Phillip Beach,Zoology,22170,Air,Firearms
493,311318631,Lawrence Palmer,Physics,24218,Intelligence,Finance
494,813326568,Mary Barnett,Computer Engineer,24822,Air,Egypt
495,165525962,Oscar Hollenbeck,Computer Engineer,24458,Intelligence,Firearms
496,691185275,Francine Brown,Computer Engineer,26393,Intelligence,Finance
497,733979012,Leigh Butler,Chemistry,5630,Infantry,Enemy-psychology
498,450932658,Enrique Gregg,Physics,13612,Intelligence,Egypt
499,423501581,Linda Morris,Biochemistry,18352,Intelligence,Animal training
500,737121577,Jacque Garcia,Physics,7138,Navy,Explosives
501,568333605,Doris Martin,Computer Engineer,6333,Air,Enemy-psychology
502,99803115,Cheri Taylor,Biochemistry,20939,Navy,Egypt
503,870374398,Carl Arnold,Zoology,28698,Infantry,Gaza
504,82888202,Laurie Davis,Physics,20496,Navy,Syria
505,336265101,Tammy Ford,Chemical Engineer,5201,Infantry,Lebanon
506,556497381,Deann Tabor,Physics,15318,Armored,Lebanon
507,459007553,Earlene Riblett,geology ,5095,Air,Finance
508,905051710,Minnie Glassman,Zoology,5877,Air,Firearms
509,435512706,Jessica Ingram,Computer Engineer,20178,Intelligence,Explosives
510,613893574,Susie Palmer,Zoology,13759,Armored,Gaza
511,828962196,Jennifer Barrett,Microbiology,11906,Armored,Gaza
512,333306077,Lesley Zaldivar,Zoology,20386,Navy,Explosives
513,475831557,Eleanor Parsons,Physics,3189,Intelligence,Egypt
514,132399015,Patricia Tatsch,Microbiology,18730,Navy,Enemy-psychology
515,632472540,Daniel Coke,Botany,7946,Navy,Firearms
516,871232021,Andrew Veyna,Biochemistry,27009,Armored,Syria
517,227833101,Stephanie Seay,Microbiology,15450,Armored,Explosives
518,458171906,Michiko Mcrae,Astronomy,13305,Intelligence,Lebanon
519,850890756,Larry Gauthier,Chemistry,22471,Infantry,Enemy-psychology
520,948421749,Annie Eason,Computer Engineer,11602,Infantry,Explosives
521,658495052,Amy Jacobs,Astronomy,21599,Intelligence,Explosives
522,399191639,Johnny Fanning,Chemical Engineer,24776,Navy,Explosives
523,262009099,Carmella Favila,Physics,24000,Air,Explosives
524,882097908,Ernest Dorcy,Chemical Engineer,5453,Air,Egypt
525,311217802,Marian Noble,Astronomy,20360,Armored,Animal training
526,38150489,Vanessa Jenkins,Biochemistry,19452,Air,Gaza
527,202366888,Ethel Wood,Zoology,16809,Infantry,Animal training
528,377768323,Ignacio Hurst,Physics,3246,Intelligence,Enemy-psychology
529,665217978,Michelle Carle,Botany,8379,Infantry,Gaza
530,136093249,Anthony Siegel,Botany,19266,Intelligence,Lebanon
531,268130592,Eva Drye,Biochemistry,8353,Infantry,Finance
532,710963546,Richard London,Botany,27104,Armored,Egypt
533,965496969,Robert Cheatwood,Chemical Engineer,19758,Armored,Syria
534,285744620,Monica Faulkner,Biochemistry,7087,Intelligence,Explosives
535,820847114,Lucille Dean,Biochemistry,24134,Navy,Syria
536,800681331,Jose Baker,Zoology,25962,Armored,Firearms
537,660334900,Grant Carter,Physics,20610,Intelligence,Explosives
538,644346393,Phyllis Phelps,Botany,13300,Navy,Firearms
539,734705690,Christian Curran,geology ,13560,Intelligence,Explosives
540,713308459,Selina Marsh,Astronomy,20034,Intelligence,Egypt
541,637709546,Gerald Singleton,Computer Engineer,5463,Intelligence,Health-care
542,679524627,Diane Clouthier,Automotive Enginee,6400,Armored,Lebanon
543,475803245,Elmer Contrell,Biochemistry,6279,Air,Firearms
544,754567540,James Prezzia,Computer Engineer,8355,Armored,Syria
545,940366029,David Busbee,Zoology,15672,Intelligence,Animal training
546,974907695,Stephen Monreal,Chemical Engineer,24079,Infantry,Enemy-psychology
547,102445221,William Lechner,Chemical Engineer,21663,Intelligence,Animal training
548,751937251,Thomas Greenough,Zoology,13405,Intelligence,Animal training
549,557262005,Chad Brown,geology ,23929,Navy,Finance
550,204095845,Cynthia Simmons,Botany,20260,Air,Egypt
551,7041470,Kathy Padilla,Biochemistry,9748,Armored,Animal training
552,488573551,Lester Brawley,Computer Engineer,26782,Intelligence,Finance
553,306670834,Gregoria Mcrae,Microbiology,4860,Navy,Health-care
554,224750185,Willie Hayes,Computer Engineer,20049,Air,Explosives
555,855361543,Paulita Chang,Microbiology,17828,Intelligence,Enemy-psychology
556,72631864,Rose Eden,Automotive Enginee,14460,Navy,Lebanon
557,808181541,Miranda Byrd,Microbiology,8976,Intelligence,Explosives
558,182042832,Vanessa Smith,Automotive Enginee,19544,Infantry,Enemy-psychology
559,547184280,Jason Sykes,Zoology,22337,Intelligence,Lebanon
560,848659349,Derek Deaner,Zoology,4698,Navy,Egypt
561,128842427,Jeanette Lecy,Automotive Enginee,20875,Navy,Health-care
562,989970759,Albert Woody,Physics,20137,Air,Firearms
563,291822294,Jaimie Wisbey,Chemistry,21035,Air,Firearms
564,836398717,Rocco Wilson,Chemistry,10649,Air,Animal training
565,599051163,Jenee Wright,Computer Engineer,11383,Navy,Firearms
566,71321781,Samuel Dempsey,Biochemistry,21208,Air,Syria
567,950985391,Mary Wilson,Botany,11119,Air,Animal training
568,521293372,Nicholas Beard,Zoology,20285,Armored,Firearms
569,861230903,Jeanine Delacruz,Chemistry,11352,Armored,Explosives
570,235268701,Shirley Segura,geology ,25537,Infantry,Firearms
571,641841421,Jeremy Hartmann,Physics,21646,Infantry,Explosives
572,321018180,Viola Jones,Computer Engineer,15563,Air,Gaza
573,742295786,Gary Snyder,Botany,28440,Navy,Explosives
574,425225718,Raleigh Johnson,Automotive Enginee,5750,Intelligence,Health-care
575,407400251,Betty Ghosh,Astronomy,17504,Intelligence,Syria
576,938735709,Dorothy Bontrager,Biochemistry,12082,Armored,Health-care
577,734423395,Robert Turkin,geology ,6799,Infantry,Animal training
578,127049130,Mariann Glover,Chemical Engineer,29220,Air,Egypt
579,620660420,Don Oconnell,Biochemistry,6329,Navy,Gaza
580,710408154,Keshia Conklin,Chemistry,3712,Navy,Health-care
581,160046838,Samantha Mclemore,Chemical Engineer,24390,Navy,Explosives
582,561177903,Sara Brewer,Biochemistry,23084,Navy,Finance
583,653608654,Robert Garcia,Automotive Enginee,24787,Infantry,Lebanon
584,544481232,Timothy Keding,geology ,14174,Armored,Lebanon
585,946022485,David Locklear,Chemistry,4853,Navy,Health-care
586,34509018,George Rockwell,Biochemistry,14998,Intelligence,Animal training
587,211676056,Louis Knight,Biochemistry,29594,Infantry,Animal training
588,334655519,Edward Wilson,geology ,25529,Infantry,Lebanon
589,339794697,John Hersha,Astronomy,22765,Intelligence,Egypt
590,879967457,Floyd Forbess,Chemistry,23249,Air,Enemy-psychology
591,674604224,Richard Burton,Chemical Engineer,5837,Infantry,Health-care
592,48903851,James Roy,Chemistry,17669,Infantry,Firearms
593,222383724,Jeffery Lopez,Microbiology,12177,Infantry,Explosives
594,477723534,William Clark,Physics,7115,Intelligence,Enemy-psychology
595,631787194,Willene Dohrman,Biochemistry,5980,Infantry,Enemy-psychology
596,888010721,Herbert Anthony,Chemical Engineer,3747,Air,Gaza
597,742024667,William Brockington,Chemical Engineer,18815,Intelligence,Syria
598,123967933,Hee Hays,Zoology,3024,Air,Syria
599,703306405,Alvin Jones,Astronomy,18058,Infantry,Lebanon
600,76276849,Casey Lewis,Astronomy,24137,Intelligence,Explosives
601,105913666,William Carrillo,Computer Engineer,3064,Air,Gaza
602,559419134,Anita Mcgowan,Astronomy,8254,Intelligence,Explosives
603,677528363,Lauren Rodriquez,Zoology,9297,Navy,Explosives
604,869405609,Barbara Furlong,Zoology,14432,Armored,Lebanon
605,919491715,Nina Ragle,Botany,19107,Intelligence,Health-care
606,6763698,Steven Marinas,Biochemistry,27369,Infantry,Health-care
607,577584357,Patrick Fitzhenry,Chemical Engineer,9162,Intelligence,Gaza
608,108272276,Rosa Kelley,Chemical Engineer,20410,Intelligence,Firearms
609,39291098,Joann Johnson,Biochemistry,30000,Armored,Gaza
610,668033638,Roxana Acosta,Computer Engineer,4992,Air,Finance
611,132915124,Debra Garcia,Physics,25611,Infantry,Firearms
612,326366006,Michele Fulkerson,Astronomy,14801,Navy,Finance
613,480289602,Christopher Pinedo,Chemical Engineer,17106,Navy,Egypt
614,248997974,Fredrick Smith,Microbiology,13673,Armored,Finance
615,668339830,Karen Reed,geology ,27608,Infantry,Enemy-psychology
616,265876301,Carlos Messenger,Zoology,7010,Infantry,Firearms
617,245656355,Elizabeth Sims,geology ,8999,Infantry,Finance
618,784535957,Kaylene Sequeira,Chemical Engineer,15608,Navy,Enemy-psychology
619,119211590,Robert Oneill,Astronomy,5249,Armored,Health-care
620,619749554,Verla Hart,Botany,23501,Armored,Firearms
621,754411268,Noma Deangelis,Automotive Enginee,21174,Armored,Enemy-psychology
622,670891755,Arthur Wells,Zoology,7154,Air,Enemy-psychology
623,197728376,William Gomez,Chemical Engineer,9069,Armored,Explosives
624,603462178,Edith Gonzalez,Astronomy,21711,Air,Animal training
625,478657576,Tony Gaskill,Microbiology,7475,Infantry,Syria
626,833858142,Michael Franklin,Chemistry,26204,Intelligence,Lebanon
627,148861518,Barry Durham,Microbiology,19478,Infantry,Finance
628,304217187,Dewayne Dyer,Botany,24210,Armored,Health-care
629,533489864,Michael Eckard,Zoology,16786,Air,Explosives
630,267323315,Marian Hatcher,geology ,15297,Intelligence,Syria
631,914671987,Katherine Huffman,Physics,12334,Air,Enemy-psychology
632,862979829,Robert Dominguez,Automotive Enginee,25778,Armored,Health-care
633,735382478,Renato Ferris,Computer Engineer,18589,Air,Health-care
634,101951067,Ashley Lee,geology ,18591,Navy,Enemy-psychology
635,264741958,Jon Winship,Computer Engineer,23859,Navy,Animal training
636,119093123,Adele Hicks,Biochemistry,10717,Navy,Gaza
637,824293989,Alejandro Hines,Biochemistry,9494,Navy,Egypt
638,852413056,Verla Richard,Botany,29603,Air,Explosives
639,316941743,Wayne Jones,Computer Engineer,10099,Intelligence,Enemy-psychology
640,947747303,Ardella Walker,Automotive Enginee,29886,Infantry,Finance
641,99876765,Ruth Brown,Biochemistry,6903,Intelligence,Firearms
642,886475883,James Henry,Zoology,26502,Armored,Syria
643,587746504,Veronica Morales,Chemical Engineer,12408,Navy,Gaza
644,658321169,Regina Callaway,Chemical Engineer,28338,Infantry,Explosives
645,998642273,Alice Beauford,Biochemistry,14038,Air,Finance
646,428272815,Shannon Gully,geology ,11270,Air,Gaza
647,956326164,Stephanie Singleton,Astronomy,4243,Intelligence,Finance
648,979669703,Otis Hunter,geology ,23891,Infantry,Syria
649,951522059,Jeremy Haddad,Chemistry,8997,Intelligence,Explosives
650,135437784,Flora Cress,Automotive Enginee,22845,Armored,Lebanon
651,428648706,Sandra Lindblad,Zoology,6585,Infantry,Enemy-psychology
652,123351230,Wendy Barney,Zoology,18292,Armored,Gaza
653,479222040,Marta Mckown,Microbiology,15317,Armored,Health-care
654,472070850,Kevin Sargent,Biochemistry,28744,Infantry,Health-care
655,807363120,Jason Wright,Automotive Enginee,5837,Navy,Gaza
656,268640150,Robert Jennings,Automotive Enginee,4817,Infantry,Lebanon
657,99623621,Renee Kelly,Physics,5560,Infantry,Enemy-psychology
658,26379404,Louise Aguilar,Astronomy,23657,Navy,Animal training
659,885906106,Dennis Johnson,Botany,18224,Armored,Egypt
660,822865647,Sylvester Sides,Botany,9538,Navy,Syria
661,867512791,Richard Underwood,Biochemistry,8528,Infantry,Health-care
662,358817945,Douglass Pickett,Chemistry,9371,Navy,Finance
663,518765237,Bonnie Smith,Zoology,29235,Infantry,Firearms
664,568795789,James Lynch,Zoology,19671,Intelligence,Gaza
665,495818321,Anthony Reiher,Biochemistry,25667,Navy,Health-care
666,632586886,Ryan Royer,geology ,12125,Armored,Animal training
667,288220848,Nora Johnson,Chemistry,7071,Air,Syria
668,642271176,Tracy Thompson,Biochemistry,15240,Intelligence,Animal training
669,617038715,George Vaughn,Astronomy,27615,Infantry,Animal training
670,876796546,Alton Sims,Chemical Engineer,9040,Intelligence,Enemy-psychology
671,815701352,Mari Milner,Botany,13627,Intelligence,Gaza
672,829554509,Mavis Levitsky,Astronomy,14115,Armored,Egypt
673,994853499,Dwayne Matthew,Zoology,7730,Air,Enemy-psychology
674,598989130,John Iraheta,Chemical Engineer,10314,Intelligence,Explosives
675,562439369,Levi Caccamise,Automotive Enginee,16698,Navy,Health-care
676,434903148,Dustin Petty,Chemistry,23927,Intelligence,Enemy-psychology
677,998753304,Jenna Canez,Computer Engineer,3386,Air,Syria
678,55724519,Jamie Westlund,Chemistry,9076,Armored,Firearms
679,922432579,Cheri Wallace,Physics,3308,Armored,Gaza
680,298396890,Juanita Weddle,Microbiology,10648,Infantry,Syria
681,838771655,Michael Kenimer,Computer Engineer,18339,Intelligence,Enemy-psychology
682,262302508,Tanja Schauble,Automotive Enginee,25560,Navy,Animal training
683,85345982,Samuel Bassetti,geology ,28248,Infantry,Gaza
684,284857217,Jodi Stevenson,Chemistry,22218,Navy,Finance
685,935781982,Gary Clark,Botany,11583,Navy,Firearms
686,792167127,Kendra Fleming,Zoology,5694,Armored,Firearms
687,86863887,James Noble,Chemical Engineer,16523,Intelligence,Finance
688,988253185,Albert Savage,Computer Engineer,16988,Navy,Animal training
